"Brnd_Name","Gnrc_Name","Tot_Mftr","Mftr_Name","Tot_Spndng_2019","Tot_Dsg_Unts_2019","Tot_Clms_2019","Avg_Spnd_Per_Dsg_Unt_Wghtd_2019","Avg_Spnd_Per_Clm_2019","Outlier_Flag_2019","Tot_Spndng_2020","Tot_Dsg_Unts_2020","Tot_Clms_2020","Avg_Spnd_Per_Dsg_Unt_Wghtd_2020","Avg_Spnd_Per_Clm_2020","Outlier_Flag_2020","Tot_Spndng_2021","Tot_Dsg_Unts_2021","Tot_Clms_2021","Avg_Spnd_Per_Dsg_Unt_Wghtd_2021","Avg_Spnd_Per_Clm_2021","Outlier_Flag_2021","Tot_Spndng_2022","Tot_Dsg_Unts_2022","Tot_Clms_2022","Avg_Spnd_Per_Dsg_Unt_Wghtd_2022","Avg_Spnd_Per_Clm_2022","Outlier_Flag_2022","Tot_Spndng_2023","Tot_Dsg_Unts_2023","Tot_Clms_2023","Avg_Spnd_Per_Dsg_Unt_Wghtd_2023","Avg_Spnd_Per_Clm_2023","Outlier_Flag_2023","Chg_Avg_Spnd_Per_Dsg_Unt_22_23","CAGR_Avg_Spnd_Per_Dsg_Unt_19_23"
"Paroxetine HCl","Paroxetine HCl",1,"Northstar Rx Ll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456632.62,1833466.5,46556,0.2489861257,9.808244265,0,1108775.8,4000005.5,103121,0.2771951282,10.752182388,0,0.1132954795,0.1132954795
"Paroxetine HCl","Paroxetine HCl",1,"Mylan",405813.07,1459942,44578,0.2776513807,9.1034382431,0,215305.93,700594,20307,0.3058409766,10.602547397,0,295198.82,575439.5,16210,0.5094997597,18.210908081,0,286825.17,484168,13622,0.5914594495,21.056024813,0,276646.21,450125,12575,0.6139486236,21.999698608,0,0.0380231883,0.2194332935
"Paroxetine HCl","Paroxetine HCl",1,"Major Pharmaceu",322550.02,15768.5,787,29.462997681,409.84754765,0,564663.15,12036,789,61.344753896,715.66939163,0,567800.67,8071,788,124.69436888,720.55922589,0,854628.08,8398.5,1025,203.07892401,833.78349268,0,880812.65,7728.5,761,238.49064578,1157.4410644,0,0.1743741846,0.6867417882
"Paroxetine HCl","Paroxetine HCl",1,"Avpak",21084.97,483.5,154,69.038885922,136.91538961,1,11738.06,279,45,40.255073318,260.84577778,1,14718.27,111,42,273.02835363,350.435,1,28290.03,403,164,84.692117355,172.50018293,1,27945.79,386,77,221.28618416,362.93233766,1,1.6128309348,0.3380277832
"Paroxetine HCl","Paroxetine HCl",1,"Aurobindo Pharm",3582295.45,14406454.5,415726,0.2484786235,8.6169627351,0,3660335.3,15499717.077,419223,0.2358430044,8.7312368358,0,3906006.05,16908488,431969,0.2304893473,9.0423295422,0,3966876.53,17060705,421374,0.2321673886,9.4141464115,0,3547554.33,14701296,352193,0.2409837839,10.0727565,0,0.0379743054,-0.007627555
"Paroxetine HCl","Paroxetine HCl",1,"Apotex Corp",560093.3,2653999.95,70720,0.2117556677,7.9198713235,0,525124.12,2647231.5,67058,0.1994169506,7.8308944496,0,542696.8,2696010.15,66395,0.201873928,8.1737600723,0,497136.26,2274099.5,54206,0.2191423751,9.1712404531,0,472990.55,1881616.5,47195,0.2521799844,10.022047886,0,0.1507586529,0.0446453913
"Paroxetine HCl","Paroxetine HCl",1,"Ahp",91241.46,1133.5,343,116.83424309,266.01008746,1,214409.27,937,310,328.09787941,691.64280645,1,114766.81,916,241,240.98079362,476.21082988,1,127781.75,1167,317,171.43834073,403.09700315,1,96437.47,2178.5,302,66.613938941,319.32937086,1,-0.611440833,-0.131042089
"Paroxetine Mesylate","Paroxetine Mesylate",1,"Solco Healthcar",232994.23,52901,1656,4.4043445303,140.69699879,0,269309.76,66534,2004,4.0477013256,134.38610778,0,275312.36,67140,1936,4.1005713435,142.20679752,0,335987.67,81719,2220,4.1115000184,151.3457973,0,269790.88,78832,2196,3.4223523442,122.85559199,0,-0.167614659,-0.061118333
"Paroxetine Mesylate","Paroxetine Mesylate",1,"Padagis",134951.49,30135,915,4.4782309607,147.48796721,0,129606.76,31073,908,4.1710410968,142.73872247,0,144953.64,35547,1034,4.0778023462,140.18727273,0,280370.53,66865,1750,4.1930835265,160.21173143,0,332019.37,91989,2495,3.6093377469,133.07389579,0,-0.139216349,-0.052497731
"Paxil","Paroxetine HCl",1,"Apotex Corp",1249223.87,892499,3355,2.3389708627,372.34690611,0,1388446.29,914050.3,3429,2.5479358007,404.91288714,0,1304316.52,805309,3126,2.72834462,417.24776711,0,747639.37,377366,1616,4.0457415752,462.648125,0,399136.37,122124,1023,6.4226645792,390.16262952,0,0.5875123163,0.287278772
"Paxil Cr","Paroxetine HCl",1,"Apotex Corp",286731.53,44072,989,6.4916536272,289.92065723,0,302716.98,43357,946,6.9760231144,319.99680761,0,257508.61,35896,759,7.1743941374,339.27353096,0,267372.59,34337,710,7.7361207814,376.58111268,0,241712.47,28299,604,8.5074076958,400.18620861,0,0.0996994406,0.0699425932
"Pentazocine-Naloxone HCl","Pentazocine HCl/Naloxone HCl",1,"Lupin Pharmaceu",248668.32,133127,1796,1.8679029799,138.45674833,0,204355.01,110678,1405,1.8463923273,145.44840569,0,131508.38,71079,976,1.8501720621,134.74219262,0,2696.93,1341,33,2.0111334825,81.725151515,1,52068.9,31724,416,1.6413094187,125.165625,0,-0.183888373,-0.031813469
"Pentazocine-Naloxone HCl","Pentazocine HCl/Naloxone HCl",1,"Actavis/Teva",222502.09,127958,1770,1.7388681442,125.70739548,0,162388.76,91491,1134,1.7749151283,143.19996473,0,129128.21,71592,968,1.8036681473,133.39691116,0,153716.16,85987,1083,1.7876674381,141.93551247,0,92226.67,53277,673,1.7310785142,137.03814264,0,-0.031655174,-0.001121815
"Perphenazine","Perphenazine",1,"Zydus Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235399.4,393018,5739,0.6018565651,41.017494337,0,537600.21,970470.4,14893,0.5560065736,36.097509568,0,466862.92,997668.2,15580,0.4691003977,29.965527599,0,-0.156304224,-0.117151061
"Perphenazine","Perphenazine",1,"Wilshire Pharma",1819710.38,2424927,42005,0.752194577,43.321280324,0,1800748.78,2702800,45382,0.6673782438,39.679802124,0,868646.14,1268580,21586,0.6882362014,40.241181321,0,358392.34,525987,9219,0.6843838942,38.875402972,0,152469.9,256497.5,4509,0.5962794289,33.814570858,0,-0.128735445,-0.056417436
"Perphenazine","Perphenazine",1,"Sandoz",488118.13,589063.004,11082,0.8251219194,44.046032305,0,39660.07,66912.5,1229,0.589799153,32.270195281,0,140995.9,217669.5,3263,0.6476939105,43.210511799,0,240616.36,390535.333,6071,0.6180791523,39.633727557,0,225819,449500,7310,0.5085869386,30.891792066,0,-0.177149178,-0.113942778
"Perphenazine","Perphenazine",1,"Rising Pharm",NA,NA,NA,NA,NA,NA,288799.77,453028,6997,0.6417618523,41.2747992,0,1645517.26,2530155,39613,0.6532312977,41.539829349,0,1439166.42,2343275,37028,0.6162971229,38.866976882,0,1021758.86,2063827,32348,0.4966126711,31.586461605,0,-0.194199271,-0.081918366
"Perphenazine","Perphenazine",1,"Qualitest/Par P",725454.67,1101231,17100,0.663705297,42.424249708,0,600737.94,1033008,16103,0.5859879677,37.305964106,0,1439392.85,2281008,37234,0.6342948459,38.658023581,0,1263292.74,2156621,36441,0.5899361683,34.66679674,0,828325.32,1634486.5,27812,0.5076018849,29.783018841,0,-0.139564732,-0.06483771
"Perphenazine","Perphenazine",1,"Major Pharmaceu",11628.33,4925,100,3.2671583807,116.2833,1,19102.71,6172,111,3.6034218632,172.09648649,1,6310.52,4613.5,118,1.4492871621,53.478983051,1,12848.34,3727.5,176,3.6065866743,73.001931818,1,27481.68,2288,115,13.098519145,238.97113043,1,2.6318326241,0.4150213832
"Perphenazine","Perphenazine",1,"Avet Pharmaceut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131855.48,257782.5,4236,0.5147273102,31.127355996,0,NA,0
"Perphenazine","Perphenazine",1,"Ahp",6648.28,9858,155,0.6816615142,42.892129032,0,4869.64,8645,119,3.3864312171,40.921344538,1,3302.02,5211.5,128,0.6401262234,25.79703125,1,12950.82,1841.5,98,14.674798314,132.15122449,1,17872.63,1871,67,21.278377116,266.75567164,1,0.4499945185,1.3637004162
"Perphenazine","Perphenazine",1,"Actavis/Teva",2211833.43,3024419,50135,0.7354513864,44.117551212,0,1701974.07,2663341.5,44310,0.6419124026,38.410608666,0,668075.25,1011526.5,17522,0.6639092169,38.127796484,0,462265.76,713317.5,11956,0.6521331479,38.663914353,0,401862.03,744469,12287,0.5418831818,32.706277366,0,-0.169060515,-0.073515996
"Perphenazine-Amitriptyline","Perphenazine/Amitriptyline HCl",1,"Mylan",218642.36,146651,2493,1.4922670177,87.702511031,0,134699.97,90966,1499,1.4917728932,89.859886591,0,129357.18,88238,1395,1.4879267641,92.72916129,0,109476.17,72604,1180,1.5087208973,92.776415254,0,91730.45,60438,966,1.5358573203,94.959057971,0,0.0179863771,0.0072240404
"Perseris","Risperidone",1,"Indivior Inc.",4149490.22,2009,2010,2065.2898038,2064.422995,0,10990916.35,5041.335,5051,2179.548327,2175.9881905,0,14243939.2,6297.049,6326,2261.2966234,2251.6502055,0,23634742.6,10216.233,10054,2322.225728,2350.7800477,0,43811600.44,17885.622,17919,2449.9488121,2444.9802132,0,0.0550002881,0.0436238666
"Pexeva","Paroxetine Mesylate",1,"Sebela Pharmace",418736.32,33104,963,12.653972048,434.82483904,0,429448.12,32018,915,13.41677821,469.34220765,0,404446.54,29075,809,13.902140283,499.93391842,0,317304.97,22302,585,14.239383336,542.40165812,0,162241.82,10973,267,14.787891439,607.64726592,1,0.0385204956,0.0397282537
"Phenelzine Sulfate","Phenelzine Sulfate",1,"Greenstone LLC.",88091.57,157797,1286,0.5582588389,68.500443235,0,75867.45,135591,1067,0.5595316061,71.103514527,0,42013.61,71991,514,0.5835953105,81.738540856,0,124093.53,218031,1598,0.5691554412,77.655525657,0,168338.91,277929,2068,0.6056903382,81.401794004,0,0.0641914218,0.0205957594
"Phenelzine Sulfate","Phenelzine Sulfate",1,"Gavis/Lupin",74364.8,125311,961,0.5934419165,77.382726327,0,74887.37,128834,1021,0.5812702392,73.347081293,0,120207.42,205602,1525,0.5846607523,78.824537705,0,37832.82,65781,547,0.5751329411,69.164204753,0,742.97,1081,12,0.6872987974,61.914166667,1,0.195025964,0.0373894843
"Prazosin HCl","Prazosin HCl",1,"Teva USA",9640745.51,17686982.793,405877,0.548190196,23.752874664,0,6357841.77,13619632.745,301472,0.4689131931,21.089327599,0,6047507.95,13851563.282,300454,0.4382502911,20.127899612,0,7385529.47,17019245.144,377227,0.4346514812,19.578475215,0,7598294.22,19766095.105,430049,0.3844127787,17.668438294,0,-0.115583875,-0.08490404
"Prazosin HCl","Prazosin HCl",1,"Novitium/Ani Ph",6089230.49,11754105,271444,0.52051217,22.432731945,0,11802042.65,24896345.5,556302,0.4762996463,21.215172065,0,13447980.85,30535038.842,676580,0.4418704389,19.876409072,0,16075493.95,36480369.2,812578,0.4425998724,19.783324124,0,15342226.02,40274758.105,851039,0.3813177575,18.02764153,0,-0.138459405,-0.07484599
"Prazosin HCl","Prazosin HCl",1,"Mylan Instituti",110084.97,40779.002,1350,2.7891509983,81.544422222,1,245988.94,35545,1250,7.4761148834,196.791152,1,268309.84,33541.5,1343,9.2186462862,199.78394639,1,175916.62,39316.221,1650,5.7301021591,106.61613333,1,144282.59,38283.022,1550,5.0914913857,93.085541935,1,-0.11144841,0.162366933
"Prazosin HCl","Prazosin HCl",1,"Mylan",12791287.44,25391401.56,589391,0.5067434104,21.702549649,0,11577636.92,25008657.043,566230,0.4642100653,20.446880102,0,10807746.8,24818389.358,551633,0.4360849925,19.592277474,0,7671218.35,18143374.5,407887,0.4227390892,18.807214621,0,4792663.34,13081107,301246,0.3663767825,15.909467146,0,-0.133326461,-0.077885272
"Prazosin HCl","Prazosin HCl",1,"Prasco Labs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87876.04,243972,5782,0.3601890381,15.198208232,0,2221688.12,4726113.909,112580,0.4689652105,19.73430556,0,2101174.38,4667245,111574,0.4499753601,18.83211483,0,-0.04049309,0.1177099596
"Prazosin HCl","Prazosin HCl",1,"Major Pharmaceu",NA,NA,NA,NA,NA,NA,12907.21,1945,63,7.2221845405,204.87634921,1,202438.87,7545,452,41.104993985,447.87360619,1,371754.67,15865.2,1026,33.67570111,362.33398635,1,255106.74,9755,766,46.066542366,333.03751958,1,0.3679460515,0.8545519857
"Prazosin HCl","Prazosin HCl",1,"Lifestar Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524057.67,4390148,90626,0.3463397272,16.817002516,0,NA,0
"Prazosin HCl","Prazosin HCl",1,"Greenstone/Pras",4475879.46,7847398,193192,0.5725571503,23.168037289,0,5171108.74,10192193.042,250751,0.5097697715,20.622485015,0,5374156.87,11032984.112,274186,0.4887399119,19.600405819,0,1010604.62,1940173.8,51219,0.5212491984,19.731049415,0,188405.25,438984,11846,0.426693828,15.904545838,0,-0.181401469,-0.0708745
"Prazosin HCl","Prazosin HCl",1,"Granules Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2757958.65,6417132,131251,0.4301364021,21.012858188,0,1008773.39,2287348,51999,0.4418578464,19.399861343,0,0.0272505284,0.0272505284
"Prazosin HCl","Prazosin HCl",1,"Exelan Pharmace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288520.39,1065049,24641,0.2708927493,11.708956211,0,NA,0
"Prazosin HCl","Prazosin HCl",1,"Biocon Pharma I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322934.19,3395831,85438,0.3906938464,15.48414277,0,NA,0
"Prazosin HCl","Prazosin HCl",1,"Ani Pharmaceuti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659521,1679489,35860,0.3936436614,18.391550474,0,924514.37,2151653,48982,0.4316837915,18.874573721,0,91112.82,229185,5834,0.3987451443,15.617555708,0,-0.076302719,0.0064589644
"Prazosin HCl","Prazosin HCl",1,"Alembic Pharmac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39466.79,137411,2791,0.2855476097,14.140734504,0,NA,0
"Prazosin HCl","Prazosin HCl",1,"Ahp",86889.16,1289,156,69.777979509,556.98179487,1,142917.84,2414,324,58.12893425,441.10444444,1,106109.11,1264,257,99.73276942,412.8759144,1,102228.05,1838,309,72.493638225,330.83511327,1,14587.93,2057,271,8.0728572639,53.83,1,-0.888640473,-0.416786966
"Pristiq","Desvenlafaxine Succinate",1,"Wyeth/Pfizer",4642142.81,376725,11167,12.320863024,415.70187248,0,3454667.81,269727,7559,12.810404054,457.02709485,0,2869258.4,220049,5939,13.040200846,483.12146826,0,6201732.2,451809,12247,13.729620425,506.38786642,0,18523350.25,1349797,35812,13.729332648,517.23864208,0,-2.096e-05,0.0274296026
"Procentra","Dextroamphetamine Sulfate",1,"Independ/Prasco",3481061.69,2068844,7859,1.6826119756,442.9395203,0,2049212.87,1240426.5,4722,1.6520228083,433.97138289,0,1470956.57,861600,3603,1.7072383589,408.25883153,0,2386704.51,1477969.5,6403,1.6148536962,372.74785413,0,2887533.28,1906275.5,8096,1.5147512938,356.66171937,0,-0.061988527,-0.025931859
"Protriptyline HCl","Protriptyline HCl",1,"Sigmapharm Labo",NA,NA,NA,NA,NA,NA,92423.51,34258,415,2.7401813096,222.70725301,0,155377.24,57325,762,2.7126387304,203.90713911,0,157958.12,59947,822,2.6570795019,192.16316302,0,137514.79,50031,771,2.8138132731,178.3590013,0,0.0589872343,0.0088780147
"Protriptyline HCl","Protriptyline HCl",1,"Roxane/West-War",368152.13,194164,2865,1.8975595024,128.49987086,0,502620.02,192903,2592,2.6096200661,193.91204475,0,370892.15,137308,1831,2.7029247724,202.56261606,0,447170.59,168838,1863,2.6614172416,240.02715513,0,409650.95,152588,1773,2.7149781541,231.04960519,0,0.0201249589,0.0936862046
"Protriptyline HCl","Protriptyline HCl",1,"Epic Pharma LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27533.76,9355,157,2.9368641051,175.37426752,0,22990.96,6920,128,3.3728768492,179.616875,0,17026.61,5491,98,3.247451317,173.74091837,1,-0.037186514,0.0515487198
"Prozac","Fluoxetine HCl",1,"Dista Labs",4429626.79,222288.12,4635,20.641545662,955.69078533,0,4356988.65,215195.04,4234,21.075569398,1029.0478625,0,4252656.41,205030,3957,21.350865937,1074.7173136,0,3888452.97,186937,3719,21.266006501,1045.5641221,0,3785016.46,178401,3368,21.793168466,1123.8172387,0,0.0247889497,0.0136652077
"Qudexy XR","Topiramate",1,"Upsher-Smith La",3992858.78,206910,4937,19.679434524,808.76215921,0,4574564.2,242409,5452,19.208250529,839.06166544,0,2586892.6,119877,2614,21.612793812,989.62991584,0,2338093.65,101501,2162,23.438629042,1081.4494218,0,2896235.02,119933,2478,24.003062802,1168.7792655,0,0.024081347,0.0509051289
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Unichem Pharmac",1773050.94,5763512.808,142895,0.309824494,12.408068442,0,4131627.85,14044250.456,336442,0.2975619271,12.280356941,0,4025257.36,14944893.974,356069,0.2731468381,11.304711615,0,3805066.15,16081066.483,375304,0.2403857739,10.138624022,0,12320255.51,50473157.63,1108230,0.2476162795,11.117056486,0,0.0300787584,-0.054490577
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Teva USA",7770526.59,26456167.5,641500,0.2998931421,12.113057818,0,7772958.18,27417435.5,642215,0.2898987567,12.10335819,0,1621034.1,5129909.087,117596,0.3236667958,13.784772441,0,500942.42,1095428.12,27168,0.4550144899,18.438693316,0,402619.31,1227658.55,24382,0.3672917368,16.512973095,0,-0.19279112,0.0519888962
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Sandoz",47295.39,145043,3797,0.323884783,12.455988939,0,25326.16,91504.5,2425,0.2792333126,10.44377732,0,21176.7,81325,2174,0.2596587336,9.7408923643,0,15900.74,69377,1785,0.227625684,8.907977591,0,547.8,4563,122,0.123514269,4.4901639344,1,-0.457379911,-0.214164495
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Roxane/West-War",77730.42,318734,8164,0.2438723826,9.5211195492,0,46375.28,236188,6262,0.1963490101,7.4058256148,0,32898.23,150619,4080,0.218420186,8.0632916667,0,16587.4,23377,686,0.7095606793,24.179883382,0,6391.13,362,20,17.655055249,319.5565,1,23.881670819,1.9169340822
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Rising Pharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238591.63,386815,9677,0.635835199,24.65553684,0,2861817.74,7150300.14,156093,0.4624784355,18.334055595,0,-0.272644175,-0.272644175
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Quallent Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.33,797,30,0.435222995,11.511,1,NA,0
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Northstar Rx Ll",4916541.39,17064064.929,404065,0.2929266138,12.167699232,0,5748650.49,20468932.773,479452,0.2856391703,11.990043821,0,6126481.29,22739546.663,529286,0.2739048636,11.57499214,0,5827274.18,21544667.54,503328,0.2742206871,11.577488596,0,1129483.93,3795627.956,96511,0.2997830361,11.703162645,0,0.0932181641,0.0058009827
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Sun Pharma Glob",920542.67,2664252.992,68031,0.3501111274,13.53122356,0,824312.62,2547336.5,62573,0.328564069,13.173615138,0,1062903.39,3232915,79579,0.3319258033,13.356581385,0,1599998.2,4836849.099,121146,0.3315894376,13.207189672,0,1935714.12,5892691.838,148341,0.3308608155,13.049083665,0,-0.002197362,-0.01403873
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Mckesson Packag",178582.4,15183,1248,12.08361538,143.09487179,1,182297.21,8155.2,1023,22.83699223,178.19864125,1,69347.28,3278.7,708,22.263697189,97.948135593,1,25318.98,897.4,244,32.809834914,103.76631148,1,525.19,78,41,6.8612382739,12.809512195,1,-0.79087861,-0.131936687
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Major Pharmaceu",1040933.75,73543.5,3625,19.509702892,287.15413793,1,1670784.61,78198.85,4517,30.495395343,369.88811379,1,2731506.11,76765.362,5871,58.408221705,465.25397888,0,4129927.42,69829.209,6984,98.146942358,591.34126861,0,3172971.99,82474.5,7967,59.311324944,398.26433915,0,-0.39568851,0.320449336
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Macleods Pharma",1341645.88,3766589.548,95242,0.3557745686,14.086704185,0,548420.13,1568940,40335,0.3491241933,13.596631462,0,27139.4,75286.25,2072,0.3590648555,13.098166023,0,10627.81,37469.742,962,0.2847657293,11.047619543,0,10530.58,31507.99,833,0.3349739555,12.641752701,0,0.1763141456,-0.014948276
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Lupin Pharmaceu",8059299.51,28642311.48,688016,0.2859508117,11.71382571,0,4475478.38,18253447.2,421205,0.2495420745,10.62541608,0,6226203.83,25990498.815,583552,0.2447588778,10.669492744,0,5855796.91,26246313.093,587664,0.2272540599,9.9645323008,0,8197084.75,35647934.417,794086,0.2325713695,10.322666248,0,0.0233980842,-0.050344191
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Dr.Reddy'S Lab",85107.73,263302.7,6612,0.3250627685,12.871707502,0,11614.75,41235,1022,0.282226973,11.364726027,1,3135.43,13198,326,0.234044813,9.6178834356,1,3857.4,12563,338,0.3010472258,11.412426036,1,6136.82,21033,481,0.2916736744,12.758461538,1,-0.031136482,-0.026731874
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Bluepoint Labor",2860880.23,8987421.484,217865,0.3225234476,13.13143566,0,3061213.79,9986088.243,244059,0.3107216802,12.542925235,0,2982927.55,10409287.2,252834,0.2911194376,11.79796843,0,2908738.85,11078494.675,269389,0.2659680726,10.797541288,0,3257679.23,11915930.114,288198,0.2763449311,11.30361498,0,0.0390154291,-0.037894821
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Avpak",11403.94,1414.5,195,14.556087143,58.48174359,1,65131.41,3006.833,368,36.336265651,176.98752717,1,140080.32,2824,718,68.714627456,195.09793872,1,162288.38,3399.5,917,83.395510636,176.97751363,1,108999.39,3236.5,979,61.807956342,111.33747702,1,-0.258857511,0.4354892161
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Aurobindo Pharm",3247088.91,10289607.5,246480,0.3212242838,13.173843354,0,3192329.9,11227293,255696,0.2892006227,12.484864448,0,10817972.07,37678475.001,845601,0.2942404554,12.793234717,0,12360064.45,43475479.75,971315,0.2908701575,12.725083469,0,8570876.35,31936430.362,717821,0.2727891342,11.940130409,0,-0.062161837,-0.040036602
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Ascend Laborato",17177881.79,57572072.593,1415941,0.3036711981,12.131777941,0,25788080.11,88810702.062,2118559,0.2962988163,12.172462561,0,25708462.16,88720400.946,2119063,0.2963446158,12.131995207,0,24666163.57,92053461.855,2195901,0.2733832862,11.23282132,0,26648690.55,95952728.705,2310147,0.2819728488,11.535495598,0,0.0314194866,-0.018362994
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Apotex Corp",146459.12,452191.842,12090,0.3263681472,12.114071133,0,113712.54,319335.4,8190,0.3579936944,13.884315018,0,71040.49,203830,5224,0.3475655053,13.598868683,0,40514.21,93723,2342,0.4308892887,17.298979505,0,44130.29,44324,1072,0.953201488,41.166315299,0,1.2121726228,0.3072818645
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Ahp",439892.38,14120.25,1779,30.717231043,247.26946599,1,392749.53,8403,1369,49.419279505,286.88789627,0,369627.14,6978.5,1602,53.170656889,230.72855181,1,472389.01,6695,2041,72.675906229,231.44978442,1,211648.66,7801.75,1846,30.930265429,114.65257855,1,-0.574408259,0.0017293434
"Quetiapine Fumarate","Quetiapine Fumarate",1,"Accord Healthca",16624255.83,54410817.966,1286164,0.3123413947,12.925455719,0,11814649.29,39657550.266,907470,0.3066108114,13.01932768,0,10424851.37,35626141.055,796405,0.3020988813,13.089886892,0,8023994.48,31815042.344,715239,0.2583650675,11.218619902,0,2237494.73,7956517.203,184017,0.2868018081,12.159174044,0,0.1100641852,-0.021100549
"Quetiapine Fumarate ER","Quetiapine Fumarate",1,"Unichem Pharmac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403818.23,762432,18682,0.5356424982,21.615363987,0,NA,0
"Quetiapine Fumarate ER","Quetiapine Fumarate",1,"Trupharma, LLC.",2296682.39,1646063,42926,1.4302092788,53.503293808,0,980986.97,1275715,32573,0.7842076626,30.116568016,0,131772.15,159142,4572,0.8303962564,28.821555118,0,32665.46,41023,1158,0.8029923656,28.20851468,0,1697.36,3371,90,0.49652018,18.859555556,1,-0.381662639,-0.232401127
"Quetiapine Fumarate ER","Quetiapine Fumarate",1,"Sciegen Pharmac",NA,NA,NA,NA,NA,NA,153922.49,131924,3610,1.1595983577,42.637808864,0,2051054.66,2311340,59228,0.8972523816,34.629814615,0,373838.73,458270,11971,0.8172261616,31.228696851,0,906878,1709874,42527,0.5361254053,21.324758389,0,-0.343969356,-0.226750588
"Quetiapine Fumarate ER","Quetiapine Fumarate",1,"Major Pharmaceu",228.11,303,12,0.8093660035,19.009166667,1,40740.48,3055,116,16.137914895,351.21103448,1,41194.5,5921,220,7.3237308294,187.24772727,1,25642.74,11947,398,2.2737654064,64.428994975,1,12403.08,18417,664,0.6459370892,18.679337349,0,-0.715917444,-0.054826981
"Quetiapine Fumarate ER","Quetiapine Fumarate",1,"Macleods Pharma",502644.35,420870,11344,1.1838136554,44.309269217,0,472140.13,527576,14495,0.8898614828,32.572620214,0,390274.18,375525,10216,1.0293217382,38.202249413,0,267388.39,297902,8278,0.8843882187,32.301086011,0,67076.35,89995,2523,0.741072496,26.585949267,0,-0.162050692,-0.110503308
"Quetiapine Fumarate ER","Quetiapine Fumarate",1,"Lupin Pharmaceu",7420441.73,4752720.5,130471,1.572802251,56.874261177,0,6498023.41,5521359.5,148711,1.1857532585,43.695647329,0,6734142.05,6012613,159872,1.1392004747,42.122085481,0,6237759.88,6287987.3,166828,1.010845779,37.390365406,0,3628525.33,5699657.5,150932,0.64816884,24.040795391,0,-0.358785629,-0.198776817
"Quetiapine Fumarate ER","Quetiapine Fumarate",1,"Ingenus Pharmac",544332.98,458819,12119,1.189745546,44.915667959,0,751475.65,893849,23741,0.850979414,31.653074849,0,392403.68,449822,12323,0.8775240052,31.843194027,0,207769.07,279613.9,7583,0.7538451186,27.399323487,0,274768.24,292720,8186,0.9261729415,33.565629123,0,0.2285984464,-0.060688801
"Quetiapine Fumarate ER","Quetiapine Fumarate",1,"Bluepoint Labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390438.95,550483,14739,0.7190000352,26.490192686,0,561881.04,964494,25882,0.587926105,21.709336218,0,-0.182300311,-0.182300311
